"","subnum","food1","food2","food3","answer","rt"
"5109","sub-333","apple_3","chocolate_candy_4","onion_ring_2","apple_3",4351
"5110","sub-333","raspberry_2","doughnut_6","fried_chicken_7","raspberry_2",3191
"5111","sub-333","gummy_bear_3","jelly_bean_7","potato_6","potato_6",1635
"5112","sub-333","mushroom_8","cake_7","cookie_7","mushroom_8",2684
"5113","sub-333","bean_8","bacon_2","sausage_1","bean_8",2212
"5114","sub-333","popsicle_2","ice_cream_1","sausage_1","sausage_1",2100
"5115","sub-333","squash_6","cookie_7","muffin_8","squash_6",1258
"5116","sub-333","candy_cane_5","popsicle_2","strawberry_1","strawberry_1",6845
"5117","sub-333","mushroom_8","squash_6","cookie_7","cookie_7",2100
"5118","sub-333","tomato_1","doughnut_6","fried_chicken_7","tomato_1",1378
"5119","sub-333","pineapple_6","soup_7","crepe_2","soup_7",3495
"5120","sub-333","raspberry_2","strawberry_1","cauliflower_3","cauliflower_3",1299
"5121","sub-333","apple_3","jelly_bean_7","raspberry_2","jelly_bean_7",1709
"5122","sub-333","raspberry_2","cake_7","mac_and_cheese_7","raspberry_2",6925
"5123","sub-333","bean_8","soup_7","cookie_7","cookie_7",2348
"5125","sub-333","jelly_bean_7","cake_7","ice_cream_1","jelly_bean_7",3326
"5126","sub-379","cake_7","chips_1","sausage_1","cake_7",3619
"5127","sub-379","cake_7","doughnut_6","muffin_8","doughnut_6",6845
"5128","sub-379","cauliflower_3","squash_6","fried_chicken_7","fried_chicken_7",1902
"5129","sub-379","bean_8","tomato_1","chocolate_candy_4","tomato_1",2587
"5131","sub-379","popsicle_2","broccoli_7","squash_6","popsicle_2",1733
"5132","sub-379","jelly_bean_7","fried_chicken_7","sausage_1","jelly_bean_7",2141
"5133","sub-379","strawberry_1","crepe_2","french_fries_5","french_fries_5",2001
"5134","sub-379","candy_cane_5","cake_7","ice_cream_1","candy_cane_5",5629
"5135","sub-379","candy_cane_5","rice_5","cookie_7","rice_5",2366
"5136","sub-379","popsicle_2","watermelon_6","fried_chicken_7","fried_chicken_7",2749
"5137","sub-379","potato_6","cinnamon_roll_7","french_fries_5","cinnamon_roll_7",2696
"5138","sub-379","cauliflower_3","cinnamon_roll_7","cookie_7","cauliflower_3",2307
"5139","sub-379","jelly_bean_7","soup_7","onion_ring_2","jelly_bean_7",4225
"5140","sub-379","pineapple_6","broccoli_7","squash_6","pineapple_6",3142
"5141","sub-379","apple_3","strawberry_1","chocolate_candy_4","chocolate_candy_4",1704
"5142","sub-379","popsicle_2","cauliflower_3","french_fries_5","popsicle_2",6770
"5143","sub-379","raspberry_2","squash_6","chocolate_candy_4","chocolate_candy_4",2121
"5144","sub-379","raspberry_2","cake_7","grilled_cheese_4","grilled_cheese_4",4342
"5145","sub-379","strawberry_1","broccoli_7","chocolate_candy_4","chocolate_candy_4",3151
"5146","sub-379","potato_6","chocolate_candy_4","ice_cream_1","potato_6",2042
"5148","sub-380","raspberry_2","tomato_1","pie_4","pie_4",7146
"5149","sub-380","bean_8","tomato_1","french_fries_5","french_fries_5",3051
"5150","sub-380","apple_3","chocolate_candy_4","chips_1","apple_3",11039
"5151","sub-380","broccoli_7","rice_5","sausage_1","sausage_1",1946
"5152","sub-380","popsicle_2","watermelon_6","french_fries_5","french_fries_5",1780
"5154","sub-380","tomato_1","cake_7","crepe_2","tomato_1",4162
"5155","sub-380","apple_3","crepe_2","doughnut_6","apple_3",2509
"5156","sub-380","jelly_bean_7","popsicle_2","hot_dog_3","hot_dog_3",2548
"5157","sub-380","chocolate_candy_4","bacon_2","sausage_1","chocolate_candy_4",1990
"5158","sub-380","gummy_bear_3","broccoli_7","potato_6","gummy_bear_3",1877
"5159","sub-380","jelly_bean_7","squash_6","french_fries_5","squash_6",4020
"5160","sub-380","strawberry_1","squash_6","ice_cream_1","ice_cream_1",2894
"5161","sub-380","tomato_1","chocolate_candy_4","onion_ring_2","tomato_1",3758
"5162","sub-380","watermelon_6","mushroom_8","crepe_2","crepe_2",2167
"5163","sub-380","raspberry_2","watermelon_6","onion_ring_2","onion_ring_2",1660
"5164","sub-380","strawberry_1","mushroom_8","french_fries_5","french_fries_5",1772
"5165","sub-380","apple_3","cinnamon_roll_7","sausage_1","sausage_1",6984
"5167","sub-380","jelly_bean_7","bean_8","squash_6","jelly_bean_7",18165
"5168","sub-380","candy_cane_5","tomato_1","hot_dog_3","tomato_1",8091
"5169","sub-380","popsicle_2","watermelon_6","cookie_7","watermelon_6",3474
"5170","sub-381","gummy_bear_3","chocolate_candy_4","french_fries_5","french_fries_5",2581
"5171","sub-381","pineapple_6","bacon_2","hot_dog_3","pineapple_6",1803
"5173","sub-381","strawberry_1","chocolate_candy_4","muffin_8","strawberry_1",3976
"5175","sub-381","bean_8","potato_6","doughnut_6","potato_6",4323
"5176","sub-381","popsicle_2","potato_6","chocolate_candy_4","potato_6",1328
"5177","sub-381","gummy_bear_3","cake_7","pie_4","gummy_bear_3",1616
"5178","sub-381","apple_3","potato_6","sausage_1","apple_3",5039
"5179","sub-381","jelly_bean_7","chocolate_candy_4","onion_ring_2","onion_ring_2",1463
"5180","sub-381","popsicle_2","ice_cream_1","grilled_cheese_4","grilled_cheese_4",2030
"5181","sub-381","bean_8","mushroom_8","muffin_8","bean_8",3296
"5182","sub-381","bean_8","cake_7","crepe_2","bean_8",1944
"5183","sub-381","popsicle_2","raspberry_2","strawberry_1","popsicle_2",1279
"5184","sub-381","apple_3","watermelon_6","chips_1","chips_1",1154
"5185","sub-381","popsicle_2","raspberry_2","muffin_8","muffin_8",2632
"5186","sub-381","pineapple_6","squash_6","fried_chicken_7","fried_chicken_7",1369
"5187","sub-381","gummy_bear_3","bacon_2","grilled_cheese_4","gummy_bear_3",1746
"5188","sub-381","jelly_bean_7","popsicle_2","strawberry_1","strawberry_1",2308
"5189","sub-381","candy_cane_5","jelly_bean_7","hot_dog_3","hot_dog_3",1344
"5190","sub-381","jelly_bean_7","crepe_2","bacon_2","jelly_bean_7",2204
"5191","sub-381","doughnut_6","bacon_2","french_fries_5","french_fries_5",1911
"5192","sub-382","candy_cane_5","cake_7","onion_ring_2","onion_ring_2",5047
"5193","sub-382","popsicle_2","broccoli_7","tomato_1","popsicle_2",2744
"5194","sub-382","raspberry_2","crepe_2","muffin_8","raspberry_2",2114
"5195","sub-382","candy_cane_5","mushroom_8","doughnut_6","mushroom_8",2197
"5196","sub-382","watermelon_6","mushroom_8","soup_7","soup_7",2142
"5197","sub-382","popsicle_2","mushroom_8","ice_cream_1","mushroom_8",1869
"5198","sub-382","watermelon_6","cauliflower_3","cookie_7","cookie_7",2128
"5199","sub-382","popsicle_2","strawberry_1","muffin_8","strawberry_1",2074
"5200","sub-382","ice_cream_1","pie_4","chips_1","chips_1",2926
"5201","sub-382","watermelon_6","cake_7","onion_ring_2","watermelon_6",6841
"5202","sub-382","apple_3","cauliflower_3","pie_4","pie_4",1602
"5203","sub-382","watermelon_6","bean_8","french_fries_5","french_fries_5",3155
"5206","sub-382","pineapple_6","soup_7","hot_dog_3","pineapple_6",2334
"5207","sub-382","rice_5","crepe_2","sausage_1","crepe_2",2623
"5208","sub-382","broccoli_7","potato_6","cookie_7","cookie_7",1711
"5209","sub-382","candy_cane_5","bean_8","chocolate_candy_4","bean_8",2143
"5210","sub-382","pie_4","chips_1","hot_dog_3","pie_4",2103
"5211","sub-382","popsicle_2","bean_8","muffin_8","bean_8",3036
"5212","sub-382","strawberry_1","watermelon_6","tomato_1","tomato_1",3611
"5213","sub-382","pineapple_6","squash_6","sausage_1","sausage_1",4177
"5214","sub-383","squash_6","cake_7","french_fries_5","cake_7",3886
"5215","sub-383","potato_6","tomato_1","doughnut_6","doughnut_6",2254
"5216","sub-383","gummy_bear_3","cauliflower_3","potato_6","cauliflower_3",5508
"5217","sub-383","jelly_bean_7","ice_cream_1","sausage_1","jelly_bean_7",3177
"5218","sub-383","bean_8","cake_7","muffin_8","bean_8",2480
"5219","sub-383","cauliflower_3","crepe_2","hot_dog_3","cauliflower_3",1836
"5220","sub-383","soup_7","muffin_8","grilled_cheese_4","soup_7",2771
"5221","sub-383","tomato_1","doughnut_6","pie_4","pie_4",2996
"5222","sub-383","candy_cane_5","bean_8","mushroom_8","mushroom_8",2476
"5223","sub-383","pineapple_6","muffin_8","french_fries_5","muffin_8",2034
"5224","sub-383","broccoli_7","chips_1","grilled_cheese_4","broccoli_7",3690
"5225","sub-383","ice_cream_1","pie_4","hot_dog_3","pie_4",1637
"5226","sub-383","jelly_bean_7","pineapple_6","cookie_7","jelly_bean_7",2726
"5228","sub-383","squash_6","muffin_8","grilled_cheese_4","squash_6",1958
"5230","sub-383","candy_cane_5","strawberry_1","cauliflower_3","candy_cane_5",1941
"5231","sub-383","popsicle_2","cauliflower_3","rice_5","popsicle_2",3440
"5232","sub-383","cake_7","crepe_2","ice_cream_1","crepe_2",5587
"5233","sub-383","soup_7","fried_chicken_7","hot_dog_3","fried_chicken_7",9342
"5234","sub-383","jelly_bean_7","broccoli_7","fried_chicken_7","jelly_bean_7",1811
"5235","sub-383","pie_4","french_fries_5","fried_chicken_7","pie_4",2561
"5236","sub-384","gummy_bear_3","strawberry_1","cake_7","strawberry_1",2727
"5238","sub-384","jelly_bean_7","strawberry_1","mushroom_8","jelly_bean_7",4492
"5239","sub-384","pineapple_6","rice_5","squash_6","rice_5",2511
"5240","sub-384","apple_3","muffin_8","onion_ring_2","apple_3",3005
"5241","sub-384","candy_cane_5","muffin_8","fried_chicken_7","fried_chicken_7",3879
"5242","sub-384","rice_5","french_fries_5","onion_ring_2","rice_5",3174
"5243","sub-384","gummy_bear_3","cauliflower_3","onion_ring_2","cauliflower_3",3513
"5244","sub-384","cinnamon_roll_7","pie_4","onion_ring_2","onion_ring_2",1663
"5245","sub-384","jelly_bean_7","cinnamon_roll_7","pie_4","jelly_bean_7",6895
"5246","sub-384","gummy_bear_3","watermelon_6","doughnut_6","watermelon_6",2185
"5247","sub-384","popsicle_2","ice_cream_1","french_fries_5","french_fries_5",4746
"5248","sub-384","pineapple_6","bacon_2","fried_chicken_7","pineapple_6",2133
"5250","sub-384","strawberry_1","muffin_8","onion_ring_2","strawberry_1",3581
"5251","sub-384","raspberry_2","potato_6","chocolate_candy_4","chocolate_candy_4",5948
"5252","sub-384","pineapple_6","strawberry_1","broccoli_7","broccoli_7",2096
"5253","sub-384","jelly_bean_7","soup_7","squash_6","jelly_bean_7",2276
"5254","sub-384","bean_8","rice_5","fried_chicken_7","fried_chicken_7",5012
"5255","sub-384","apple_3","cookie_7","bacon_2","bacon_2",6476
"5256","sub-384","watermelon_6","cauliflower_3","cake_7","cake_7",2037
"5257","sub-384","potato_6","cookie_7","onion_ring_2","potato_6",3948
"5258","sub-385","bean_8","pie_4","mac_and_cheese_7","mac_and_cheese_7",2793
"5259","sub-385","pineapple_6","ice_cream_1","chips_1","pineapple_6",3126
"5260","sub-385","raspberry_2","cauliflower_3","hot_dog_3","hot_dog_3",2318
"5261","sub-385","jelly_bean_7","popsicle_2","crepe_2","crepe_2",8504
"5262","sub-385","pie_4","fried_chicken_7","onion_ring_2","pie_4",1899
"5263","sub-385","gummy_bear_3","jelly_bean_7","chips_1","chips_1",1567
"5264","sub-385","cauliflower_3","crepe_2","onion_ring_2","cauliflower_3",1969
"5265","sub-385","jelly_bean_7","cookie_7","sausage_1","sausage_1",2568
"5266","sub-385","jelly_bean_7","soup_7","tomato_1","jelly_bean_7",2902
"5267","sub-385","strawberry_1","cake_7","french_fries_5","strawberry_1",3011
"5268","sub-385","potato_6","cookie_7","ice_cream_1","potato_6",2581
"5270","sub-385","jelly_bean_7","potato_6","fried_chicken_7","fried_chicken_7",2981
"5271","sub-385","squash_6","tomato_1","grilled_cheese_4","grilled_cheese_4",4198
"5272","sub-385","ice_cream_1","fried_chicken_7","onion_ring_2","ice_cream_1",2013
"5273","sub-385","jelly_bean_7","soup_7","pie_4","soup_7",5281
"5274","sub-385","strawberry_1","bean_8","chocolate_candy_4","chocolate_candy_4",3699
"5275","sub-385","broccoli_7","bacon_2","grilled_cheese_4","broccoli_7",3179
"5276","sub-385","pineapple_6","rice_5","chocolate_candy_4","chocolate_candy_4",3908
"5278","sub-385","popsicle_2","ice_cream_1","fried_chicken_7","fried_chicken_7",4961
"5279","sub-385","strawberry_1","potato_6","cookie_7","cookie_7",5238
"5280","sub-386","candy_cane_5","mac_and_cheese_7","sausage_1","candy_cane_5",6699
"5281","sub-386","raspberry_2","broccoli_7","tomato_1","raspberry_2",5864
"5282","sub-386","potato_6","crepe_2","grilled_cheese_4","potato_6",13551
"5283","sub-386","rice_5","crepe_2","bacon_2","crepe_2",5847
"5284","sub-386","apple_3","broccoli_7","french_fries_5","apple_3",5982
"5285","sub-386","cauliflower_3","cookie_7","crepe_2","cauliflower_3",7549
"5286","sub-386","apple_3","soup_7","squash_6","apple_3",5240
"5287","sub-386","soup_7","chocolate_candy_4","grilled_cheese_4","chocolate_candy_4",4972
"5288","sub-386","raspberry_2","cinnamon_roll_7","doughnut_6","raspberry_2",4941
"5289","sub-386","strawberry_1","pie_4","bacon_2","bacon_2",4964
"5290","sub-386","raspberry_2","ice_cream_1","chips_1","chips_1",3870
"5291","sub-386","cauliflower_3","squash_6","crepe_2","crepe_2",5469
"5293","sub-386","popsicle_2","soup_7","sausage_1","popsicle_2",4857
"5294","sub-386","candy_cane_5","pineapple_6","potato_6","potato_6",6239
"5296","sub-386","strawberry_1","cookie_7","crepe_2","cookie_7",6031
"5297","sub-386","doughnut_6","grilled_cheese_4","sausage_1","doughnut_6",7640
"5298","sub-386","apple_3","broccoli_7","sausage_1","sausage_1",9476
"5299","sub-386","watermelon_6","squash_6","cookie_7","cookie_7",6911
"5300","sub-386","watermelon_6","mushroom_8","tomato_1","watermelon_6",6395
"5301","sub-386","gummy_bear_3","popsicle_2","bacon_2","bacon_2",3856
"5302","sub-292","potato_6","cinnamon_roll_7","cookie_7","potato_6",2673
"5303","sub-292","crepe_2","fried_chicken_7","grilled_cheese_4","crepe_2",6463
"5304","sub-292","broccoli_7","cake_7","ice_cream_1","broccoli_7",2477
"5305","sub-292","rice_5","squash_6","chocolate_candy_4","chocolate_candy_4",5580
"5306","sub-292","raspberry_2","potato_6","tomato_1","potato_6",5963
"5307","sub-292","cinnamon_roll_7","pie_4","hot_dog_3","hot_dog_3",2262
"5308","sub-292","pineapple_6","potato_6","cake_7","potato_6",8582
"5309","sub-292","apple_3","gummy_bear_3","cookie_7","apple_3",1992
"5310","sub-292","cinnamon_roll_7","mac_and_cheese_7","onion_ring_2","cinnamon_roll_7",3196
"5311","sub-292","jelly_bean_7","broccoli_7","potato_6","jelly_bean_7",1948
"5312","sub-292","apple_3","candy_cane_5","hot_dog_3","hot_dog_3",3246
"5313","sub-292","rice_5","squash_6","ice_cream_1","ice_cream_1",2179
"5314","sub-292","popsicle_2","chocolate_candy_4","sausage_1","sausage_1",2081
"5315","sub-292","cookie_7","bacon_2","fried_chicken_7","cookie_7",2365
"5316","sub-292","ice_cream_1","muffin_8","bacon_2","bacon_2",1764
"5317","sub-292","candy_cane_5","soup_7","cookie_7","soup_7",2729
"5318","sub-292","pineapple_6","raspberry_2","cauliflower_3","cauliflower_3",1888
"5319","sub-292","mushroom_8","chocolate_candy_4","hot_dog_3","chocolate_candy_4",7040
"5320","sub-292","candy_cane_5","hot_dog_3","sausage_1","candy_cane_5",2069
"5323","sub-292","cauliflower_3","bacon_2","onion_ring_2","cauliflower_3",2760
"5324","sub-387","cauliflower_3","rice_5","cookie_7","cookie_7",1084
"5325","sub-387","candy_cane_5","bean_8","ice_cream_1","bean_8",1205
"5326","sub-387","raspberry_2","bean_8","french_fries_5","french_fries_5",1240
"5327","sub-387","apple_3","watermelon_6","potato_6","watermelon_6",1143
"5328","sub-387","apple_3","mushroom_8","french_fries_5","french_fries_5",1285
"5329","sub-387","strawberry_1","watermelon_6","broccoli_7","watermelon_6",1006
"5330","sub-387","candy_cane_5","potato_6","tomato_1","potato_6",1399
"5331","sub-387","pineapple_6","strawberry_1","grilled_cheese_4","grilled_cheese_4",1418
"5332","sub-387","broccoli_7","cauliflower_3","squash_6","cauliflower_3",927
"5333","sub-387","watermelon_6","pie_4","bacon_2","watermelon_6",1407
"5334","sub-387","cake_7","mac_and_cheese_7","sausage_1","mac_and_cheese_7",999
"5335","sub-387","mushroom_8","muffin_8","pie_4","muffin_8",1452
"5337","sub-387","chocolate_candy_4","cinnamon_roll_7","doughnut_6","cinnamon_roll_7",1144
"5338","sub-387","rice_5","cake_7","cinnamon_roll_7","cake_7",1358
"5339","sub-387","pineapple_6","crepe_2","sausage_1","crepe_2",1286
"5340","sub-387","raspberry_2","cake_7","french_fries_5","cake_7",1230
"5341","sub-387","cookie_7","pie_4","bacon_2","pie_4",1031
"5342","sub-387","candy_cane_5","gummy_bear_3","cinnamon_roll_7","gummy_bear_3",1029
"5344","sub-387","candy_cane_5","popsicle_2","cauliflower_3","popsicle_2",1971
"5345","sub-387","popsicle_2","tomato_1","crepe_2","tomato_1",1344
"5346","sub-388","soup_7","squash_6","tomato_1","soup_7",2769
"5347","sub-388","bean_8","ice_cream_1","pie_4","bean_8",2726
"5348","sub-388","cauliflower_3","chips_1","onion_ring_2","cauliflower_3",3929
"5349","sub-388","chocolate_candy_4","cookie_7","hot_dog_3","hot_dog_3",4203
"5351","sub-388","broccoli_7","cake_7","chocolate_candy_4","broccoli_7",3367
"5352","sub-388","strawberry_1","cauliflower_3","hot_dog_3","hot_dog_3",6828
"5353","sub-388","rice_5","hot_dog_3","onion_ring_2","rice_5",5808
"5354","sub-388","gummy_bear_3","cauliflower_3","chips_1","cauliflower_3",4396
"5355","sub-388","strawberry_1","doughnut_6","onion_ring_2","strawberry_1",2638
"5356","sub-388","pineapple_6","fried_chicken_7","grilled_cheese_4","pineapple_6",2826
"5357","sub-388","candy_cane_5","squash_6","hot_dog_3","candy_cane_5",8825
"5358","sub-388","bean_8","pie_4","french_fries_5","bean_8",5522
"5359","sub-388","soup_7","grilled_cheese_4","mac_and_cheese_7","soup_7",3679
"5360","sub-388","raspberry_2","cauliflower_3","french_fries_5","french_fries_5",3697
"5361","sub-388","apple_3","bean_8","chocolate_candy_4","apple_3",2310
"5362","sub-388","gummy_bear_3","fried_chicken_7","onion_ring_2","gummy_bear_3",2047
"5363","sub-388","watermelon_6","doughnut_6","hot_dog_3","watermelon_6",6253
"5364","sub-388","candy_cane_5","squash_6","sausage_1","candy_cane_5",4072
"5366","sub-388","tomato_1","cake_7","chips_1","tomato_1",5859
"5367","sub-388","popsicle_2","strawberry_1","ice_cream_1","strawberry_1",3462
"5368","sub-389","watermelon_6","chips_1","fried_chicken_7","watermelon_6",4535
"5369","sub-389","candy_cane_5","french_fries_5","sausage_1","candy_cane_5",3866
"5370","sub-389","candy_cane_5","fried_chicken_7","onion_ring_2","candy_cane_5",2146
"5371","sub-389","doughnut_6","mac_and_cheese_7","onion_ring_2","mac_and_cheese_7",2871
"5372","sub-389","cake_7","pie_4","hot_dog_3","hot_dog_3",3100
"5373","sub-389","jelly_bean_7","strawberry_1","doughnut_6","strawberry_1",3074
"5374","sub-389","jelly_bean_7","ice_cream_1","hot_dog_3","hot_dog_3",1900
"5375","sub-389","watermelon_6","potato_6","hot_dog_3","hot_dog_3",6049
"5376","sub-389","raspberry_2","tomato_1","cinnamon_roll_7","cinnamon_roll_7",1817
"5377","sub-389","popsicle_2","cake_7","muffin_8","popsicle_2",2417
"5378","sub-389","broccoli_7","ice_cream_1","fried_chicken_7","ice_cream_1",3951
"5379","sub-389","watermelon_6","crepe_2","mac_and_cheese_7","mac_and_cheese_7",4459
"5380","sub-389","raspberry_2","bean_8","fried_chicken_7","fried_chicken_7",6449
"5381","sub-389","tomato_1","cinnamon_roll_7","pie_4","tomato_1",2165
"5382","sub-389","raspberry_2","pie_4","grilled_cheese_4","raspberry_2",3861
"5383","sub-389","watermelon_6","broccoli_7","muffin_8","muffin_8",3557
"5384","sub-389","apple_3","mushroom_8","muffin_8","muffin_8",1649
"5385","sub-389","pineapple_6","tomato_1","chips_1","chips_1",1817
"5386","sub-389","crepe_2","ice_cream_1","sausage_1","sausage_1",1740
"5389","sub-389","pineapple_6","bean_8","ice_cream_1","ice_cream_1",4950
"5390","sub-390","mushroom_8","rice_5","french_fries_5","mushroom_8",10943
"5391","sub-390","watermelon_6","cake_7","mac_and_cheese_7","watermelon_6",5796
"5392","sub-390","raspberry_2","fried_chicken_7","sausage_1","raspberry_2",3439
"5393","sub-390","jelly_bean_7","cauliflower_3","sausage_1","jelly_bean_7",6706
"5394","sub-390","apple_3","gummy_bear_3","hot_dog_3","apple_3",6206
"5395","sub-390","rice_5","chips_1","hot_dog_3","rice_5",2705
"5396","sub-390","strawberry_1","mac_and_cheese_7","onion_ring_2","strawberry_1",2703
"5397","sub-390","bean_8","doughnut_6","chips_1","bean_8",3588
"5398","sub-390","cauliflower_3","chocolate_candy_4","fried_chicken_7","cauliflower_3",1839
"5399","sub-390","candy_cane_5","rice_5","bacon_2","rice_5",4140
"5402","sub-390","potato_6","pie_4","bacon_2","potato_6",3137
"5403","sub-390","cauliflower_3","muffin_8","mac_and_cheese_7","cauliflower_3",2210
"5404","sub-390","pineapple_6","squash_6","french_fries_5","french_fries_5",2797
"5405","sub-390","pineapple_6","soup_7","pie_4","pie_4",2273
"5406","sub-390","strawberry_1","crepe_2","onion_ring_2","strawberry_1",6975
"5407","sub-390","candy_cane_5","strawberry_1","squash_6","candy_cane_5",5317
"5408","sub-390","jelly_bean_7","strawberry_1","muffin_8","strawberry_1",5417
"5409","sub-390","squash_6","french_fries_5","sausage_1","squash_6",2556
"5410","sub-390","strawberry_1","squash_6","cookie_7","cookie_7",3234
"5411","sub-390","cake_7","cinnamon_roll_7","sausage_1","sausage_1",4538
"5412","sub-391","squash_6","cake_7","ice_cream_1","squash_6",9068
"5413","sub-391","jelly_bean_7","bean_8","potato_6","jelly_bean_7",8205
"5414","sub-391","squash_6","tomato_1","doughnut_6","doughnut_6",5188
"5415","sub-391","pineapple_6","grilled_cheese_4","hot_dog_3","hot_dog_3",6806
"5416","sub-391","mushroom_8","soup_7","french_fries_5","mushroom_8",11977
"5417","sub-391","gummy_bear_3","cookie_7","muffin_8","gummy_bear_3",7797
"5418","sub-391","pineapple_6","ice_cream_1","hot_dog_3","pineapple_6",3853
"5419","sub-391","raspberry_2","bean_8","onion_ring_2","onion_ring_2",7267
"5420","sub-391","apple_3","pineapple_6","potato_6","potato_6",8934
"5421","sub-391","apple_3","strawberry_1","grilled_cheese_4","grilled_cheese_4",7259
"5422","sub-391","strawberry_1","crepe_2","pie_4","strawberry_1",8521
"5423","sub-391","mushroom_8","tomato_1","fried_chicken_7","fried_chicken_7",4795
"5424","sub-391","pineapple_6","cookie_7","french_fries_5","pineapple_6",8969
"5425","sub-391","jelly_bean_7","ice_cream_1","fried_chicken_7","fried_chicken_7",4994
"5427","sub-391","jelly_bean_7","crepe_2","ice_cream_1","jelly_bean_7",6396
"5428","sub-391","jelly_bean_7","bean_8","doughnut_6","doughnut_6",4573
"5429","sub-391","raspberry_2","bacon_2","fried_chicken_7","fried_chicken_7",7719
"5431","sub-391","raspberry_2","broccoli_7","cauliflower_3","raspberry_2",6919
"5432","sub-391","watermelon_6","chocolate_candy_4","french_fries_5","watermelon_6",8518
"5433","sub-391","squash_6","cake_7","crepe_2","squash_6",11437
"5434","sub-392","bean_8","squash_6","crepe_2","crepe_2",7160
"5435","sub-392","watermelon_6","broccoli_7","chocolate_candy_4","chocolate_candy_4",2625
"5436","sub-392","gummy_bear_3","cookie_7","onion_ring_2","onion_ring_2",4685
"5437","sub-392","popsicle_2","cauliflower_3","grilled_cheese_4","cauliflower_3",3522
"5438","sub-392","pineapple_6","squash_6","mac_and_cheese_7","mac_and_cheese_7",3126
"5439","sub-392","cauliflower_3","soup_7","tomato_1","soup_7",3566
"5441","sub-392","potato_6","squash_6","muffin_8","muffin_8",2940
"5442","sub-392","bean_8","rice_5","cinnamon_roll_7","cinnamon_roll_7",3880
"5443","sub-392","jelly_bean_7","grilled_cheese_4","onion_ring_2","jelly_bean_7",3279
"5444","sub-392","watermelon_6","doughnut_6","onion_ring_2","watermelon_6",3256
"5445","sub-392","watermelon_6","mac_and_cheese_7","sausage_1","sausage_1",5645
"5446","sub-392","gummy_bear_3","broccoli_7","doughnut_6","broccoli_7",6247
"5447","sub-392","rice_5","doughnut_6","hot_dog_3","doughnut_6",5289
"5448","sub-392","grilled_cheese_4","mac_and_cheese_7","sausage_1","sausage_1",3808
"5449","sub-392","strawberry_1","broccoli_7","crepe_2","crepe_2",3052
"5450","sub-392","candy_cane_5","grilled_cheese_4","sausage_1","candy_cane_5",3359
"5451","sub-392","gummy_bear_3","cake_7","onion_ring_2","onion_ring_2",3400
"5452","sub-392","strawberry_1","chocolate_candy_4","french_fries_5","french_fries_5",2756
"5454","sub-392","jelly_bean_7","raspberry_2","onion_ring_2","raspberry_2",3471
"5455","sub-392","bean_8","crepe_2","doughnut_6","bean_8",6302
"5478","sub-393","apple_3","pineapple_6","crepe_2","crepe_2",3414
"5479","sub-393","candy_cane_5","popsicle_2","onion_ring_2","onion_ring_2",3877
"5480","sub-393","popsicle_2","squash_6","tomato_1","popsicle_2",2800
"5482","sub-393","soup_7","cake_7","fried_chicken_7","cake_7",4029
"5483","sub-393","watermelon_6","cake_7","crepe_2","watermelon_6",3126
"5484","sub-393","pineapple_6","bacon_2","onion_ring_2","pineapple_6",3777
"5485","sub-393","gummy_bear_3","squash_6","onion_ring_2","gummy_bear_3",3144
"5486","sub-393","gummy_bear_3","rice_5","pie_4","gummy_bear_3",3715
"5487","sub-393","jelly_bean_7","pineapple_6","french_fries_5","jelly_bean_7",3459
"5488","sub-393","muffin_8","pie_4","french_fries_5","french_fries_5",3839
"5489","sub-393","bean_8","chocolate_candy_4","pie_4","pie_4",4673
"5490","sub-393","gummy_bear_3","mushroom_8","soup_7","gummy_bear_3",5728
"5491","sub-393","bean_8","bacon_2","hot_dog_3","bean_8",3166
"5492","sub-393","popsicle_2","squash_6","hot_dog_3","popsicle_2",2531
"5493","sub-393","apple_3","strawberry_1","cookie_7","cookie_7",2164
"5495","sub-393","cauliflower_3","tomato_1","cake_7","cake_7",3522
"5496","sub-393","bean_8","french_fries_5","grilled_cheese_4","bean_8",3363
"5497","sub-393","rice_5","soup_7","cinnamon_roll_7","cinnamon_roll_7",2773
"5498","sub-393","raspberry_2","bean_8","cinnamon_roll_7","raspberry_2",4510
"5499","sub-393","gummy_bear_3","doughnut_6","fried_chicken_7","gummy_bear_3",3799
"5500","sub-394","jelly_bean_7","raspberry_2","mushroom_8","jelly_bean_7",1927
"5501","sub-394","gummy_bear_3","mushroom_8","tomato_1","gummy_bear_3",2451
"5502","sub-394","tomato_1","crepe_2","bacon_2","tomato_1",3158
"5504","sub-394","gummy_bear_3","bean_8","cookie_7","bean_8",2779
"5505","sub-394","pineapple_6","chocolate_candy_4","crepe_2","pineapple_6",2337
"5506","sub-394","watermelon_6","potato_6","french_fries_5","watermelon_6",1663
"5508","sub-394","apple_3","gummy_bear_3","squash_6","gummy_bear_3",1717
"5509","sub-394","jelly_bean_7","tomato_1","french_fries_5","tomato_1",1728
"5510","sub-394","potato_6","ice_cream_1","bacon_2","ice_cream_1",3272
"5511","sub-394","mushroom_8","cake_7","chips_1","cake_7",1535
"5512","sub-394","jelly_bean_7","strawberry_1","squash_6","jelly_bean_7",2057
"5513","sub-394","squash_6","chocolate_candy_4","fried_chicken_7","squash_6",2295
"5514","sub-394","pineapple_6","fried_chicken_7","hot_dog_3","pineapple_6",1743
"5515","sub-394","gummy_bear_3","cinnamon_roll_7","chips_1","gummy_bear_3",3232
