,food1,food2,food3,answer,rt
4876,gummy_bear_3,raspberry_2,french_fries_5,gummy_bear_3,3432
4877,watermelon_6,bacon_2,fried_chicken_7,watermelon_6,1879
4878,candy_cane_5,bacon_2,hot_dog_3,candy_cane_5,2026
4879,candy_cane_5,gummy_bear_3,onion_ring_2,onion_ring_2,2086
4880,mushroom_8,rice_5,muffin_8,muffin_8,7216
4881,popsicle_2,doughnut_6,chips_1,chips_1,2097
4882,apple_3,pineapple_6,hot_dog_3,hot_dog_3,2378
4883,watermelon_6,cauliflower_3,grilled_cheese_4,watermelon_6,2711
4884,candy_cane_5,cake_7,french_fries_5,french_fries_5,11576
4885,pineapple_6,squash_6,bacon_2,bacon_2,23137
4886,popsicle_2,broccoli_7,chips_1,popsicle_2,4200
4887,soup_7,tomato_1,mac_and_cheese_7,mac_and_cheese_7,4564
4888,pineapple_6,rice_5,ice_cream_1,ice_cream_1,3079
4889,apple_3,cake_7,mac_and_cheese_7,apple_3,14149
4890,cauliflower_3,squash_6,onion_ring_2,onion_ring_2,4438
4891,chocolate_candy_4,french_fries_5,onion_ring_2,chocolate_candy_4,5229
4892,apple_3,cauliflower_3,bacon_2,bacon_2,22277
4893,gummy_bear_3,raspberry_2,ice_cream_1,ice_cream_1,3917
4894,jelly_bean_7,broccoli_7,ice_cream_1,ice_cream_1,7175
4895,tomato_1,ice_cream_1,fried_chicken_7,tomato_1,7967
4897,rice_5,tomato_1,onion_ring_2,rice_5,6175
4898,soup_7,cake_7,french_fries_5,soup_7,2870
4899,jelly_bean_7,strawberry_1,cake_7,jelly_bean_7,4430
4900,popsicle_2,broccoli_7,ice_cream_1,broccoli_7,3946
4901,raspberry_2,doughnut_6,ice_cream_1,raspberry_2,8138
4902,candy_cane_5,soup_7,mac_and_cheese_7,candy_cane_5,5430
4903,pineapple_6,popsicle_2,mac_and_cheese_7,mac_and_cheese_7,5125
4905,chocolate_candy_4,bacon_2,mac_and_cheese_7,chocolate_candy_4,5359
4906,popsicle_2,strawberry_1,watermelon_6,popsicle_2,2100
4907,raspberry_2,cookie_7,fried_chicken_7,raspberry_2,3783
4908,broccoli_7,cake_7,hot_dog_3,broccoli_7,3059
4909,candy_cane_5,cauliflower_3,muffin_8,cauliflower_3,3365
4910,candy_cane_5,cinnamon_roll_7,muffin_8,candy_cane_5,2611
4911,gummy_bear_3,crepe_2,french_fries_5,gummy_bear_3,4975
4912,tomato_1,chips_1,french_fries_5,tomato_1,1984
4913,broccoli_7,potato_6,squash_6,broccoli_7,3258
4914,squash_6,ice_cream_1,bacon_2,squash_6,2845
4915,gummy_bear_3,pineapple_6,grilled_cheese_4,pineapple_6,3685
4916,cake_7,doughnut_6,chips_1,chips_1,3240
4917,apple_3,cauliflower_3,doughnut_6,doughnut_6,1905
4918,apple_3,jelly_bean_7,bacon_2,apple_3,2761
4919,ice_cream_1,french_fries_5,grilled_cheese_4,ice_cream_1,3594
4921,raspberry_2,broccoli_7,french_fries_5,french_fries_5,2081
4923,gummy_bear_3,mushroom_8,pie_4,mushroom_8,2286
4924,apple_3,french_fries_5,sausage_1,apple_3,2481
4925,candy_cane_5,tomato_1,doughnut_6,tomato_1,3179
4926,chocolate_candy_4,fried_chicken_7,onion_ring_2,chocolate_candy_4,2748
4927,cake_7,chocolate_candy_4,hot_dog_3,hot_dog_3,2452
4928,candy_cane_5,broccoli_7,cookie_7,broccoli_7,2191
4929,popsicle_2,bean_8,soup_7,popsicle_2,3308
4930,jelly_bean_7,rice_5,soup_7,jelly_bean_7,1130
4931,pineapple_6,soup_7,onion_ring_2,pineapple_6,4238
4932,watermelon_6,squash_6,fried_chicken_7,fried_chicken_7,4013
4933,bean_8,broccoli_7,rice_5,broccoli_7,2535
4934,watermelon_6,chips_1,onion_ring_2,watermelon_6,1606
4935,watermelon_6,chocolate_candy_4,onion_ring_2,watermelon_6,3056
4936,pineapple_6,mushroom_8,bacon_2,bacon_2,3053
4937,soup_7,muffin_8,chips_1,soup_7,2607
4938,watermelon_6,potato_6,grilled_cheese_4,watermelon_6,2257
4940,gummy_bear_3,mushroom_8,chips_1,mushroom_8,2376
4941,gummy_bear_3,broccoli_7,rice_5,gummy_bear_3,3055
4942,bacon_2,fried_chicken_7,hot_dog_3,hot_dog_3,5647
4943,strawberry_1,chocolate_candy_4,mac_and_cheese_7,strawberry_1,1778
4944,chocolate_candy_4,cookie_7,ice_cream_1,ice_cream_1,3209
4946,candy_cane_5,raspberry_2,broccoli_7,candy_cane_5,2532
4947,fried_chicken_7,hot_dog_3,mac_and_cheese_7,mac_and_cheese_7,4213
4948,apple_3,popsicle_2,potato_6,popsicle_2,1911
4949,cauliflower_3,rice_5,ice_cream_1,ice_cream_1,2356
4950,raspberry_2,chocolate_candy_4,pie_4,chocolate_candy_4,4592
4951,cauliflower_3,potato_6,chocolate_candy_4,chocolate_candy_4,4068
4952,tomato_1,cake_7,cinnamon_roll_7,tomato_1,3525
4953,apple_3,pineapple_6,cake_7,cake_7,3495
4954,popsicle_2,chips_1,sausage_1,sausage_1,3023
4955,strawberry_1,rice_5,grilled_cheese_4,strawberry_1,3409
4956,raspberry_2,cinnamon_roll_7,ice_cream_1,raspberry_2,1990
4957,apple_3,watermelon_6,bacon_2,bacon_2,2235
4958,gummy_bear_3,popsicle_2,bean_8,bean_8,2182
4960,soup_7,tomato_1,doughnut_6,doughnut_6,2741
4962,tomato_1,chips_1,grilled_cheese_4,chips_1,2638
4963,doughnut_6,pie_4,fried_chicken_7,fried_chicken_7,1827
4964,bean_8,doughnut_6,mac_and_cheese_7,mac_and_cheese_7,2638
4965,apple_3,rice_5,chips_1,rice_5,1912
4966,squash_6,cookie_7,mac_and_cheese_7,cookie_7,2408
4967,potato_6,pie_4,chips_1,potato_6,3271
4968,squash_6,cake_7,cookie_7,cookie_7,2002
4969,popsicle_2,watermelon_6,potato_6,potato_6,1914
4970,pineapple_6,popsicle_2,potato_6,potato_6,1748
4971,potato_6,rice_5,ice_cream_1,ice_cream_1,1822
4972,broccoli_7,soup_7,cake_7,cake_7,5319
4974,jelly_bean_7,watermelon_6,ice_cream_1,watermelon_6,2352
4975,french_fries_5,mac_and_cheese_7,onion_ring_2,mac_and_cheese_7,2296
4976,cake_7,cookie_7,muffin_8,cookie_7,3674
4977,raspberry_2,broccoli_7,potato_6,raspberry_2,2924
4978,popsicle_2,tomato_1,bacon_2,bacon_2,4906
4979,broccoli_7,cinnamon_roll_7,ice_cream_1,broccoli_7,3697
4980,pineapple_6,strawberry_1,cinnamon_roll_7,cinnamon_roll_7,2273
4981,chips_1,french_fries_5,sausage_1,sausage_1,5584
4982,squash_6,tomato_1,cake_7,cake_7,3885
4983,pineapple_6,raspberry_2,potato_6,potato_6,2844
4984,watermelon_6,mushroom_8,bacon_2,bacon_2,8515
4985,potato_6,chocolate_candy_4,cookie_7,potato_6,2458
4987,cake_7,bacon_2,chips_1,cake_7,3577
4988,apple_3,popsicle_2,cake_7,apple_3,2329
4989,cauliflower_3,cake_7,french_fries_5,cauliflower_3,2205
4990,candy_cane_5,gummy_bear_3,fried_chicken_7,fried_chicken_7,1968
4991,jelly_bean_7,ice_cream_1,muffin_8,muffin_8,1940
4992,gummy_bear_3,raspberry_2,watermelon_6,gummy_bear_3,2452
4993,cinnamon_roll_7,crepe_2,chips_1,chips_1,2274
4994,strawberry_1,cauliflower_3,pie_4,cauliflower_3,3793
4995,watermelon_6,broccoli_7,doughnut_6,doughnut_6,3858
4996,soup_7,muffin_8,mac_and_cheese_7,muffin_8,11202
4997,chocolate_candy_4,doughnut_6,french_fries_5,french_fries_5,8598
4998,pineapple_6,cauliflower_3,fried_chicken_7,fried_chicken_7,5347
4999,mushroom_8,squash_6,chips_1,chips_1,7138
5000,popsicle_2,strawberry_1,bean_8,bean_8,20612
5001,candy_cane_5,bean_8,onion_ring_2,bean_8,8196
5002,mushroom_8,cake_7,crepe_2,mushroom_8,7344
5003,cake_7,fried_chicken_7,onion_ring_2,cake_7,9006
5004,strawberry_1,cookie_7,french_fries_5,french_fries_5,8055
5005,soup_7,pie_4,sausage_1,soup_7,11374
5006,popsicle_2,cauliflower_3,hot_dog_3,cauliflower_3,10503
5007,jelly_bean_7,strawberry_1,tomato_1,jelly_bean_7,9466
5009,apple_3,potato_6,rice_5,rice_5,9296
5010,pineapple_6,strawberry_1,bean_8,bean_8,8926
5011,cauliflower_3,cake_7,muffin_8,cauliflower_3,9663
5012,pineapple_6,cinnamon_roll_7,french_fries_5,pineapple_6,9008
5013,strawberry_1,broccoli_7,ice_cream_1,ice_cream_1,6996
5015,apple_3,bean_8,doughnut_6,doughnut_6,10032
5016,pineapple_6,soup_7,mac_and_cheese_7,pineapple_6,2864
5017,cauliflower_3,soup_7,sausage_1,cauliflower_3,10178
5018,pie_4,bacon_2,mac_and_cheese_7,pie_4,5560
5019,raspberry_2,pie_4,chips_1,raspberry_2,9834
5021,cookie_7,doughnut_6,french_fries_5,french_fries_5,5127
5022,candy_cane_5,gummy_bear_3,strawberry_1,strawberry_1,3349
5023,jelly_bean_7,soup_7,sausage_1,jelly_bean_7,3833
5025,watermelon_6,muffin_8,fried_chicken_7,watermelon_6,4195
5026,cinnamon_roll_7,ice_cream_1,muffin_8,ice_cream_1,5899
5027,apple_3,rice_5,french_fries_5,apple_3,6247
5028,rice_5,ice_cream_1,mac_and_cheese_7,rice_5,4076
5029,candy_cane_5,jelly_bean_7,rice_5,rice_5,1714
5030,potato_6,tomato_1,cookie_7,cookie_7,3507
5031,tomato_1,cake_7,grilled_cheese_4,tomato_1,4137
5032,raspberry_2,muffin_8,mac_and_cheese_7,mac_and_cheese_7,5093
5033,jelly_bean_7,potato_6,muffin_8,jelly_bean_7,4451
5034,apple_3,raspberry_2,soup_7,soup_7,2246
5035,candy_cane_5,doughnut_6,bacon_2,bacon_2,3867
5036,candy_cane_5,doughnut_6,french_fries_5,french_fries_5,7865
5037,cookie_7,crepe_2,sausage_1,sausage_1,11005
5060,squash_6,french_fries_5,onion_ring_2,onion_ring_2,1033
5061,mushroom_8,doughnut_6,onion_ring_2,doughnut_6,1118
5062,pineapple_6,strawberry_1,squash_6,strawberry_1,1110
5063,bean_8,tomato_1,grilled_cheese_4,tomato_1,1204
5064,candy_cane_5,chips_1,hot_dog_3,chips_1,1157
5066,popsicle_2,watermelon_6,ice_cream_1,watermelon_6,1158
5067,potato_6,soup_7,grilled_cheese_4,potato_6,1525
5068,squash_6,cinnamon_roll_7,mac_and_cheese_7,cinnamon_roll_7,3127
5069,watermelon_6,cookie_7,chips_1,watermelon_6,1426
5070,watermelon_6,potato_6,mac_and_cheese_7,potato_6,1071
5071,apple_3,cake_7,cinnamon_roll_7,apple_3,1260
5073,popsicle_2,broccoli_7,onion_ring_2,popsicle_2,1358
5074,gummy_bear_3,chocolate_candy_4,cinnamon_roll_7,chocolate_candy_4,1157
5075,watermelon_6,doughnut_6,french_fries_5,watermelon_6,1349
5076,mushroom_8,cake_7,bacon_2,cake_7,967
5077,apple_3,cookie_7,sausage_1,apple_3,1303
5078,apple_3,candy_cane_5,ice_cream_1,apple_3,1326
5079,broccoli_7,mushroom_8,tomato_1,tomato_1,1409
5080,soup_7,pie_4,mac_and_cheese_7,pie_4,986
5081,raspberry_2,cake_7,muffin_8,cake_7,1421
5082,watermelon_6,doughnut_6,mac_and_cheese_7,mac_and_cheese_7,2325
5083,strawberry_1,cookie_7,chips_1,chips_1,30094
5084,candy_cane_5,popsicle_2,crepe_2,crepe_2,4486
5085,strawberry_1,bacon_2,fried_chicken_7,strawberry_1,20227
5086,apple_3,cinnamon_roll_7,pie_4,apple_3,6194
5087,jelly_bean_7,doughnut_6,chips_1,chips_1,1611
5088,popsicle_2,raspberry_2,sausage_1,sausage_1,10010
5089,mushroom_8,potato_6,cookie_7,cookie_7,12476
5090,chocolate_candy_4,crepe_2,sausage_1,sausage_1,4088
5091,candy_cane_5,jelly_bean_7,cinnamon_roll_7,cinnamon_roll_7,9303
5092,apple_3,gummy_bear_3,chocolate_candy_4,apple_3,5426
5093,broccoli_7,cookie_7,french_fries_5,broccoli_7,7336
5094,potato_6,cookie_7,pie_4,potato_6,8283
5095,jelly_bean_7,soup_7,bacon_2,jelly_bean_7,25092
5097,tomato_1,chocolate_candy_4,mac_and_cheese_7,tomato_1,5883
5098,cauliflower_3,potato_6,ice_cream_1,ice_cream_1,6985
5099,muffin_8,bacon_2,sausage_1,muffin_8,3926
5100,jelly_bean_7,bean_8,rice_5,bean_8,4658
5102,raspberry_2,watermelon_6,grilled_cheese_4,grilled_cheese_4,1532
5103,popsicle_2,bean_8,chocolate_candy_4,bean_8,1703
5104,strawberry_1,rice_5,muffin_8,rice_5,7541
5105,raspberry_2,chips_1,french_fries_5,raspberry_2,2497
5106,cauliflower_3,mushroom_8,soup_7,soup_7,3152
5108,popsicle_2,squash_6,grilled_cheese_4,squash_6,10622
5109,apple_3,chocolate_candy_4,onion_ring_2,apple_3,4351
5110,raspberry_2,doughnut_6,fried_chicken_7,raspberry_2,3191
5111,gummy_bear_3,jelly_bean_7,potato_6,potato_6,1635
5112,mushroom_8,cake_7,cookie_7,mushroom_8,2684
5113,bean_8,bacon_2,sausage_1,bean_8,2212
5114,popsicle_2,ice_cream_1,sausage_1,sausage_1,2100
5115,squash_6,cookie_7,muffin_8,squash_6,1258
5116,candy_cane_5,popsicle_2,strawberry_1,strawberry_1,6845
5117,mushroom_8,squash_6,cookie_7,cookie_7,2100
5118,tomato_1,doughnut_6,fried_chicken_7,tomato_1,1378
5119,pineapple_6,soup_7,crepe_2,soup_7,3495
5120,raspberry_2,strawberry_1,cauliflower_3,cauliflower_3,1299
5121,apple_3,jelly_bean_7,raspberry_2,jelly_bean_7,1709
5122,raspberry_2,cake_7,mac_and_cheese_7,raspberry_2,6925
5123,bean_8,soup_7,cookie_7,cookie_7,2348
5125,jelly_bean_7,cake_7,ice_cream_1,jelly_bean_7,3326
5126,cake_7,chips_1,sausage_1,cake_7,3619
5127,cake_7,doughnut_6,muffin_8,doughnut_6,6845
5128,cauliflower_3,squash_6,fried_chicken_7,fried_chicken_7,1902
5129,bean_8,tomato_1,chocolate_candy_4,tomato_1,2587
5131,popsicle_2,broccoli_7,squash_6,popsicle_2,1733
5132,jelly_bean_7,fried_chicken_7,sausage_1,jelly_bean_7,2141
5133,strawberry_1,crepe_2,french_fries_5,french_fries_5,2001
5134,candy_cane_5,cake_7,ice_cream_1,candy_cane_5,5629
5135,candy_cane_5,rice_5,cookie_7,rice_5,2366
5136,popsicle_2,watermelon_6,fried_chicken_7,fried_chicken_7,2749
5137,potato_6,cinnamon_roll_7,french_fries_5,cinnamon_roll_7,2696
5138,cauliflower_3,cinnamon_roll_7,cookie_7,cauliflower_3,2307
5139,jelly_bean_7,soup_7,onion_ring_2,jelly_bean_7,4225
5140,pineapple_6,broccoli_7,squash_6,pineapple_6,3142
5141,apple_3,strawberry_1,chocolate_candy_4,chocolate_candy_4,1704
5142,popsicle_2,cauliflower_3,french_fries_5,popsicle_2,6770
5143,raspberry_2,squash_6,chocolate_candy_4,chocolate_candy_4,2121
5144,raspberry_2,cake_7,grilled_cheese_4,grilled_cheese_4,4342
5145,strawberry_1,broccoli_7,chocolate_candy_4,chocolate_candy_4,3151
5146,potato_6,chocolate_candy_4,ice_cream_1,potato_6,2042
5148,raspberry_2,tomato_1,pie_4,pie_4,7146
5149,bean_8,tomato_1,french_fries_5,french_fries_5,3051
5150,apple_3,chocolate_candy_4,chips_1,apple_3,11039
5151,broccoli_7,rice_5,sausage_1,sausage_1,1946
5152,popsicle_2,watermelon_6,french_fries_5,french_fries_5,1780
5154,tomato_1,cake_7,crepe_2,tomato_1,4162
5155,apple_3,crepe_2,doughnut_6,apple_3,2509
5156,jelly_bean_7,popsicle_2,hot_dog_3,hot_dog_3,2548
5157,chocolate_candy_4,bacon_2,sausage_1,chocolate_candy_4,1990
5158,gummy_bear_3,broccoli_7,potato_6,gummy_bear_3,1877
5159,jelly_bean_7,squash_6,french_fries_5,squash_6,4020
5160,strawberry_1,squash_6,ice_cream_1,ice_cream_1,2894
5161,tomato_1,chocolate_candy_4,onion_ring_2,tomato_1,3758
5162,watermelon_6,mushroom_8,crepe_2,crepe_2,2167
5163,raspberry_2,watermelon_6,onion_ring_2,onion_ring_2,1660
5164,strawberry_1,mushroom_8,french_fries_5,french_fries_5,1772
5165,apple_3,cinnamon_roll_7,sausage_1,sausage_1,6984
5167,jelly_bean_7,bean_8,squash_6,jelly_bean_7,18165
5168,candy_cane_5,tomato_1,hot_dog_3,tomato_1,8091
5169,popsicle_2,watermelon_6,cookie_7,watermelon_6,3474
5170,gummy_bear_3,chocolate_candy_4,french_fries_5,french_fries_5,2581
5171,pineapple_6,bacon_2,hot_dog_3,pineapple_6,1803
5173,strawberry_1,chocolate_candy_4,muffin_8,strawberry_1,3976
5175,bean_8,potato_6,doughnut_6,potato_6,4323
5176,popsicle_2,potato_6,chocolate_candy_4,potato_6,1328
5177,gummy_bear_3,cake_7,pie_4,gummy_bear_3,1616
5178,apple_3,potato_6,sausage_1,apple_3,5039
5179,jelly_bean_7,chocolate_candy_4,onion_ring_2,onion_ring_2,1463
5180,popsicle_2,ice_cream_1,grilled_cheese_4,grilled_cheese_4,2030
5181,bean_8,mushroom_8,muffin_8,bean_8,3296
5182,bean_8,cake_7,crepe_2,bean_8,1944
5183,popsicle_2,raspberry_2,strawberry_1,popsicle_2,1279
5184,apple_3,watermelon_6,chips_1,chips_1,1154
5185,popsicle_2,raspberry_2,muffin_8,muffin_8,2632
5186,pineapple_6,squash_6,fried_chicken_7,fried_chicken_7,1369
5187,gummy_bear_3,bacon_2,grilled_cheese_4,gummy_bear_3,1746
5188,jelly_bean_7,popsicle_2,strawberry_1,strawberry_1,2308
5189,candy_cane_5,jelly_bean_7,hot_dog_3,hot_dog_3,1344
5190,jelly_bean_7,crepe_2,bacon_2,jelly_bean_7,2204
5191,doughnut_6,bacon_2,french_fries_5,french_fries_5,1911
5192,candy_cane_5,cake_7,onion_ring_2,onion_ring_2,5047
5193,popsicle_2,broccoli_7,tomato_1,popsicle_2,2744
5194,raspberry_2,crepe_2,muffin_8,raspberry_2,2114
5195,candy_cane_5,mushroom_8,doughnut_6,mushroom_8,2197
5196,watermelon_6,mushroom_8,soup_7,soup_7,2142
5197,popsicle_2,mushroom_8,ice_cream_1,mushroom_8,1869
5198,watermelon_6,cauliflower_3,cookie_7,cookie_7,2128
5199,popsicle_2,strawberry_1,muffin_8,strawberry_1,2074
5200,ice_cream_1,pie_4,chips_1,chips_1,2926
5201,watermelon_6,cake_7,onion_ring_2,watermelon_6,6841
5202,apple_3,cauliflower_3,pie_4,pie_4,1602
5203,watermelon_6,bean_8,french_fries_5,french_fries_5,3155
5206,pineapple_6,soup_7,hot_dog_3,pineapple_6,2334
5207,rice_5,crepe_2,sausage_1,crepe_2,2623
5208,broccoli_7,potato_6,cookie_7,cookie_7,1711
5209,candy_cane_5,bean_8,chocolate_candy_4,bean_8,2143
5210,pie_4,chips_1,hot_dog_3,pie_4,2103
5211,popsicle_2,bean_8,muffin_8,bean_8,3036
5212,strawberry_1,watermelon_6,tomato_1,tomato_1,3611
5213,pineapple_6,squash_6,sausage_1,sausage_1,4177
5214,squash_6,cake_7,french_fries_5,cake_7,3886
5215,potato_6,tomato_1,doughnut_6,doughnut_6,2254
5216,gummy_bear_3,cauliflower_3,potato_6,cauliflower_3,5508
5217,jelly_bean_7,ice_cream_1,sausage_1,jelly_bean_7,3177
5218,bean_8,cake_7,muffin_8,bean_8,2480
5219,cauliflower_3,crepe_2,hot_dog_3,cauliflower_3,1836
5220,soup_7,muffin_8,grilled_cheese_4,soup_7,2771
5221,tomato_1,doughnut_6,pie_4,pie_4,2996
5222,candy_cane_5,bean_8,mushroom_8,mushroom_8,2476
5223,pineapple_6,muffin_8,french_fries_5,muffin_8,2034
5224,broccoli_7,chips_1,grilled_cheese_4,broccoli_7,3690
5225,ice_cream_1,pie_4,hot_dog_3,pie_4,1637
5226,jelly_bean_7,pineapple_6,cookie_7,jelly_bean_7,2726
5228,squash_6,muffin_8,grilled_cheese_4,squash_6,1958
5230,candy_cane_5,strawberry_1,cauliflower_3,candy_cane_5,1941
5231,popsicle_2,cauliflower_3,rice_5,popsicle_2,3440
5232,cake_7,crepe_2,ice_cream_1,crepe_2,5587
5233,soup_7,fried_chicken_7,hot_dog_3,fried_chicken_7,9342
5234,jelly_bean_7,broccoli_7,fried_chicken_7,jelly_bean_7,1811
5235,pie_4,french_fries_5,fried_chicken_7,pie_4,2561
5236,gummy_bear_3,strawberry_1,cake_7,strawberry_1,2727
5238,jelly_bean_7,strawberry_1,mushroom_8,jelly_bean_7,4492
5239,pineapple_6,rice_5,squash_6,rice_5,2511
5240,apple_3,muffin_8,onion_ring_2,apple_3,3005
5241,candy_cane_5,muffin_8,fried_chicken_7,fried_chicken_7,3879
5242,rice_5,french_fries_5,onion_ring_2,rice_5,3174
5243,gummy_bear_3,cauliflower_3,onion_ring_2,cauliflower_3,3513
5244,cinnamon_roll_7,pie_4,onion_ring_2,onion_ring_2,1663
5245,jelly_bean_7,cinnamon_roll_7,pie_4,jelly_bean_7,6895
5246,gummy_bear_3,watermelon_6,doughnut_6,watermelon_6,2185
5247,popsicle_2,ice_cream_1,french_fries_5,french_fries_5,4746
5248,pineapple_6,bacon_2,fried_chicken_7,pineapple_6,2133
5250,strawberry_1,muffin_8,onion_ring_2,strawberry_1,3581
5251,raspberry_2,potato_6,chocolate_candy_4,chocolate_candy_4,5948
5252,pineapple_6,strawberry_1,broccoli_7,broccoli_7,2096
5253,jelly_bean_7,soup_7,squash_6,jelly_bean_7,2276
5254,bean_8,rice_5,fried_chicken_7,fried_chicken_7,5012
5255,apple_3,cookie_7,bacon_2,bacon_2,6476
5256,watermelon_6,cauliflower_3,cake_7,cake_7,2037
5257,potato_6,cookie_7,onion_ring_2,potato_6,3948
5258,bean_8,pie_4,mac_and_cheese_7,mac_and_cheese_7,2793
5259,pineapple_6,ice_cream_1,chips_1,pineapple_6,3126
5260,raspberry_2,cauliflower_3,hot_dog_3,hot_dog_3,2318
5261,jelly_bean_7,popsicle_2,crepe_2,crepe_2,8504
5262,pie_4,fried_chicken_7,onion_ring_2,pie_4,1899
5263,gummy_bear_3,jelly_bean_7,chips_1,chips_1,1567
5264,cauliflower_3,crepe_2,onion_ring_2,cauliflower_3,1969
5265,jelly_bean_7,cookie_7,sausage_1,sausage_1,2568
5266,jelly_bean_7,soup_7,tomato_1,jelly_bean_7,2902
5267,strawberry_1,cake_7,french_fries_5,strawberry_1,3011
5268,potato_6,cookie_7,ice_cream_1,potato_6,2581
5270,jelly_bean_7,potato_6,fried_chicken_7,fried_chicken_7,2981
5271,squash_6,tomato_1,grilled_cheese_4,grilled_cheese_4,4198
5272,ice_cream_1,fried_chicken_7,onion_ring_2,ice_cream_1,2013
5273,jelly_bean_7,soup_7,pie_4,soup_7,5281
5274,strawberry_1,bean_8,chocolate_candy_4,chocolate_candy_4,3699
5275,broccoli_7,bacon_2,grilled_cheese_4,broccoli_7,3179
5276,pineapple_6,rice_5,chocolate_candy_4,chocolate_candy_4,3908
5278,popsicle_2,ice_cream_1,fried_chicken_7,fried_chicken_7,4961
5279,strawberry_1,potato_6,cookie_7,cookie_7,5238
5280,candy_cane_5,mac_and_cheese_7,sausage_1,candy_cane_5,6699
5281,raspberry_2,broccoli_7,tomato_1,raspberry_2,5864
5282,potato_6,crepe_2,grilled_cheese_4,potato_6,13551
5283,rice_5,crepe_2,bacon_2,crepe_2,5847
5284,apple_3,broccoli_7,french_fries_5,apple_3,5982
5285,cauliflower_3,cookie_7,crepe_2,cauliflower_3,7549
5286,apple_3,soup_7,squash_6,apple_3,5240
5287,soup_7,chocolate_candy_4,grilled_cheese_4,chocolate_candy_4,4972
5288,raspberry_2,cinnamon_roll_7,doughnut_6,raspberry_2,4941
5289,strawberry_1,pie_4,bacon_2,bacon_2,4964
5290,raspberry_2,ice_cream_1,chips_1,chips_1,3870
5291,cauliflower_3,squash_6,crepe_2,crepe_2,5469
5293,popsicle_2,soup_7,sausage_1,popsicle_2,4857
5294,candy_cane_5,pineapple_6,potato_6,potato_6,6239
5296,strawberry_1,cookie_7,crepe_2,cookie_7,6031
5297,doughnut_6,grilled_cheese_4,sausage_1,doughnut_6,7640
5298,apple_3,broccoli_7,sausage_1,sausage_1,9476
5299,watermelon_6,squash_6,cookie_7,cookie_7,6911
5300,watermelon_6,mushroom_8,tomato_1,watermelon_6,6395
5301,gummy_bear_3,popsicle_2,bacon_2,bacon_2,3856
5302,potato_6,cinnamon_roll_7,cookie_7,potato_6,2673
5303,crepe_2,fried_chicken_7,grilled_cheese_4,crepe_2,6463
5304,broccoli_7,cake_7,ice_cream_1,broccoli_7,2477
5305,rice_5,squash_6,chocolate_candy_4,chocolate_candy_4,5580
5306,raspberry_2,potato_6,tomato_1,potato_6,5963
5307,cinnamon_roll_7,pie_4,hot_dog_3,hot_dog_3,2262
5308,pineapple_6,potato_6,cake_7,potato_6,8582
5309,apple_3,gummy_bear_3,cookie_7,apple_3,1992
5310,cinnamon_roll_7,mac_and_cheese_7,onion_ring_2,cinnamon_roll_7,3196
5311,jelly_bean_7,broccoli_7,potato_6,jelly_bean_7,1948
5312,apple_3,candy_cane_5,hot_dog_3,hot_dog_3,3246
5313,rice_5,squash_6,ice_cream_1,ice_cream_1,2179
5314,popsicle_2,chocolate_candy_4,sausage_1,sausage_1,2081
5315,cookie_7,bacon_2,fried_chicken_7,cookie_7,2365
5316,ice_cream_1,muffin_8,bacon_2,bacon_2,1764
5317,candy_cane_5,soup_7,cookie_7,soup_7,2729
5318,pineapple_6,raspberry_2,cauliflower_3,cauliflower_3,1888
5319,mushroom_8,chocolate_candy_4,hot_dog_3,chocolate_candy_4,7040
5320,candy_cane_5,hot_dog_3,sausage_1,candy_cane_5,2069
5323,cauliflower_3,bacon_2,onion_ring_2,cauliflower_3,2760
5324,cauliflower_3,rice_5,cookie_7,cookie_7,1084
5325,candy_cane_5,bean_8,ice_cream_1,bean_8,1205
5326,raspberry_2,bean_8,french_fries_5,french_fries_5,1240
5327,apple_3,watermelon_6,potato_6,watermelon_6,1143
5328,apple_3,mushroom_8,french_fries_5,french_fries_5,1285
5329,strawberry_1,watermelon_6,broccoli_7,watermelon_6,1006
5330,candy_cane_5,potato_6,tomato_1,potato_6,1399
5331,pineapple_6,strawberry_1,grilled_cheese_4,grilled_cheese_4,1418
5332,broccoli_7,cauliflower_3,squash_6,cauliflower_3,927
5333,watermelon_6,pie_4,bacon_2,watermelon_6,1407
5334,cake_7,mac_and_cheese_7,sausage_1,mac_and_cheese_7,999
5335,mushroom_8,muffin_8,pie_4,muffin_8,1452
5337,chocolate_candy_4,cinnamon_roll_7,doughnut_6,cinnamon_roll_7,1144
5338,rice_5,cake_7,cinnamon_roll_7,cake_7,1358
5339,pineapple_6,crepe_2,sausage_1,crepe_2,1286
5340,raspberry_2,cake_7,french_fries_5,cake_7,1230
5341,cookie_7,pie_4,bacon_2,pie_4,1031
5342,candy_cane_5,gummy_bear_3,cinnamon_roll_7,gummy_bear_3,1029
5344,candy_cane_5,popsicle_2,cauliflower_3,popsicle_2,1971
5345,popsicle_2,tomato_1,crepe_2,tomato_1,1344
5346,soup_7,squash_6,tomato_1,soup_7,2769
5347,bean_8,ice_cream_1,pie_4,bean_8,2726
5348,cauliflower_3,chips_1,onion_ring_2,cauliflower_3,3929
5349,chocolate_candy_4,cookie_7,hot_dog_3,hot_dog_3,4203
5351,broccoli_7,cake_7,chocolate_candy_4,broccoli_7,3367
5352,strawberry_1,cauliflower_3,hot_dog_3,hot_dog_3,6828
